ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Player_Favorite;Player_Not_Favorite;Favorite_Wins;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B365W;B365L;B&WW;B&WL;EXW;EXL;PSW;PSL;WPts;LPts;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL;Unnamed: 34;Unnamed: 35;Unnamed: 36;Unnamed: 37
23,0;Monte Carlo;Monte Carlo Masters;2022-04-12;Masters 1000;Outdoor;Clay;1st Round;3,0;Otte O.;Ruusuvuori E.;0;Ruusuvuori E.;Otte O.;81,0;72,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,66;2,2;;;;;1,66;2,38;797,0;854,0;;;;;;;1,75;2,38;1,65;2,22;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-12;Masters 1000;Outdoor;Clay;1st Round;3,0;Evans D.;Bonzi B.;1;Evans D.;Bonzi B.;27,0;63,0;6,0;0,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,8;2,0;;;;;1,88;2,03;1557,0;905,0;;;;;;;1,92;2,12;1,82;1,98;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-13;Masters 1000;Outdoor;Clay;2nd Round;3,0;Rublev A.;De Minaur A.;1;Rublev A.;De Minaur A.;8,0;25,0;2,0;6,0;6,0;1,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,3;3,5;;;;;1,33;3,68;4375,0;1566,0;;;;;;;1,36;3,7;1,32;3,33;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-13;Masters 1000;Outdoor;Clay;2nd Round;3,0;Zverev A.;Delbonis F.;1;Zverev A.;Delbonis F.;3,0;34,0;6,0;1,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,14;5,5;;;;;1,14;6,87;7195,0;1279,0;;;;;;;1,16;6,87;1,13;5,89;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-13;Masters 1000;Outdoor;Clay;2nd Round;3,0;Sinner J.;Ruusuvuori E.;1;Sinner J.;Ruusuvuori E.;12,0;81,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,3;3,5;;;;;1,36;3,46;3054,0;797,0;;;;;;;1,36;3,65;1,32;3,32;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-13;Masters 1000;Outdoor;Clay;2nd Round;3,0;Schwartzman D.;Fucsovics M.;1;Schwartzman D.;Fucsovics M.;16,0;57,0;6,0;0,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,3;3,5;;;;;1,35;3,5;2580,0;957,0;;;;;;;1,38;3,6;1,32;3,35;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-13;Masters 1000;Outdoor;Clay;2nd Round;3,0;Carreno Busta P.;Bublik A.;1;Carreno Busta P.;Bublik A.;19,0;36,0;4,0;6,0;7,0;6,0;4,0;3,0;;;;;1,0;1,0;Retired;;;;;;;;;1,22;4,33;;;;;1,3;3,89;2015,0;1238,0;;;;;;;1,3;4,74;1,24;4,04;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-13;Masters 1000;Outdoor;Clay;2nd Round;3,0;Ruud C.;Rune H.;1;Ruud C.;Rune H.;7,0;79,0;7,0;6,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,16;5,0;;;;;1,18;5,74;4380,0;802,0;;;;;;;1,2;5,74;1,16;5,1;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-13;Masters 1000;Outdoor;Clay;2nd Round;3,0;Norrie C.;Ramos-Vinolas A.;0;Ramos-Vinolas A.;Norrie C.;37,0;10,0;6,0;4,0;2,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;2,2;1,66;;;;;2,33;1,68;1221,0;3440,0;;;;;;;2,45;1,72;2,26;1,63;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-13;Masters 1000;Outdoor;Clay;2nd Round;3,0;Evans D.;Goffin D.;0;Goffin D.;Evans D.;47,0;27,0;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,66;2,2;;;;;1,72;2,25;1093,0;1557,0;;;;;;;1,77;2,25;1,69;2,16;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-13;Masters 1000;Outdoor;Clay;2nd Round;3,0;Hurkacz H.;Martinez P.;1;Hurkacz H.;Martinez P.;14,0;45,0;6,0;3,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,5;2,62;;;;;1,53;2,68;2873,0;1098,0;;;;;;;1,53;2,76;1,49;2,59;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-13;Masters 1000;Outdoor;Clay;2nd Round;3,0;Sonego L.;Djere L.;0;Djere L.;Sonego L.;62,0;26,0;6,0;4,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,2;1,66;;;;;2,28;1,71;911,0;1563,0;;;;;;;2,4;1,71;2,24;1,64;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-13;Masters 1000;Outdoor;Clay;2nd Round;3,0;Auger-Aliassime F.;Musetti L.;0;Musetti L.;Auger-Aliassime F.;83,0;9,0;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,37;1,57;;;;;2,51;1,6;791,0;3625,0;;;;;;;2,52;1,65;2,4;1,56;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-13;Masters 1000;Outdoor;Clay;2nd Round;3,0;Fritz T.;Cilic M.;1;Fritz T.;Cilic M.;13,0;22,0;6,0;3,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;2,37;1,57;;;;;2,46;1,62;2875,0;1740,0;;;;;;;2,5;1,68;2,31;1,61;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-13;Masters 1000;Outdoor;Clay;2nd Round;3,0;Alcaraz C.;Korda S.;0;Korda S.;Alcaraz C.;42,0;11,0;7,0;6,0;6,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;4,33;1,22;;;;;4,6;1,24;1134,0;3320,0;;;;;;;4,84;1,25;4,29;1,21;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-14;Masters 1000;Outdoor;Clay;3rd Round;3,0;Schwartzman D.;Musetti L.;1;Schwartzman D.;Musetti L.;16,0;83,0;2,0;6,0;6,0;4,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;1,57;2,37;;;;;1,61;2,47;2580,0;791,0;;;;;;;1,61;2,52;1,57;2,39;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-14;Masters 1000;Outdoor;Clay;3rd Round;3,0;Davidovich Fokina A.;Goffin D.;1;Davidovich Fokina A.;Goffin D.;46,0;47,0;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,1;1,72;;;;;2,16;1,78;1095,0;1093,0;;;;;;;2,22;2,0;2,07;1,75;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-14;Masters 1000;Outdoor;Clay;3rd Round;3,0;Tsitsipas S.;Djere L.;1;Tsitsipas S.;Djere L.;5,0;62,0;7,0;5,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,12;6,0;;;;;1,14;6,8;5980,0;911,0;;;;;;;1,15;6,8;1,13;5,94;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-14;Masters 1000;Outdoor;Clay;3rd Round;3,0;Zverev A.;Carreno Busta P.;1;Zverev A.;Carreno Busta P.;3,0;19,0;6,0;2,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,3;3,5;;;;;1,33;3,69;7195,0;2015,0;;;;;;;1,33;3,77;1,3;3,53;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-14;Masters 1000;Outdoor;Clay;3rd Round;3,0;Hurkacz H.;Ramos-Vinolas A.;1;Hurkacz H.;Ramos-Vinolas A.;14,0;37,0;7,0;6,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,61;2,3;;;;;1,65;2,38;2873,0;1221,0;;;;;;;1,68;2,51;1,61;2,3;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-14;Masters 1000;Outdoor;Clay;3rd Round;3,0;Rublev A.;Sinner J.;0;Sinner J.;Rublev A.;12,0;8,0;5,0;7,0;6,0;1,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;1,9;1,9;;;;;1,86;2,05;3054,0;4375,0;;;;;;;1,95;2,05;1,87;1,94;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-14;Masters 1000;Outdoor;Clay;3rd Round;3,0;Ruud C.;Dimitrov G.;0;Dimitrov G.;Ruud C.;29,0;7,0;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;4,5;1,2;;;;;4,64;1,24;1458,0;4380,0;;;;;;;4,75;1,24;4,43;1,21;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-14;Masters 1000;Outdoor;Clay;3rd Round;3,0;Fritz T.;Korda S.;1;Fritz T.;Korda S.;13,0;42,0;7,0;6,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,2;1,66;;;;;2,14;1,8;2875,0;1134,0;;;;;;;2,23;1,82;2,13;1,71;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-15;Masters 1000;Outdoor;Clay;Quarterfinals;3,0;Fritz T.;Davidovich Fokina A.;0;Davidovich Fokina A.;Fritz T.;46,0;13,0;2,0;6,0;6,0;4,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;1,8;2,0;;;;;1,85;2,07;1095,0;2875,0;;;;;;;1,91;2,18;1,83;1,98;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-15;Masters 1000;Outdoor;Clay;Quarterfinals;3,0;Hurkacz H.;Dimitrov G.;0;Dimitrov G.;Hurkacz H.;29,0;14,0;6,0;4,0;3,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;2,0;1,8;;;;;2,14;1,79;1458,0;2873,0;;;;;;;2,26;1,84;2,04;1,79;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-15;Masters 1000;Outdoor;Clay;Quarterfinals;3,0;Zverev A.;Sinner J.;1;Zverev A.;Sinner J.;3,0;12,0;5,0;7,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;1,44;2,75;;;;;1,41;3,09;7195,0;3054,0;;;;;;;1,46;3,24;1,42;2,89;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-15;Masters 1000;Outdoor;Clay;Quarterfinals;3,0;Tsitsipas S.;Schwartzman D.;1;Tsitsipas S.;Schwartzman D.;5,0;16,0;6,0;2,0;6,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,33;3,4;;;;;1,34;3,56;5980,0;2580,0;;;;;;;1,39;3,7;1,33;3,32;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-16;Masters 1000;Outdoor;Clay;Semifinals;3,0;Dimitrov G.;Davidovich Fokina A.;0;Davidovich Fokina A.;Dimitrov G.;46,0;29,0;6,0;4,0;6,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;1,72;2,1;;;;;1,84;2,08;1095,0;1458,0;;;;;;;1,86;2,15;1,76;2,07;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-16;Masters 1000;Outdoor;Clay;Semifinals;3,0;Zverev A.;Tsitsipas S.;0;Tsitsipas S.;Zverev A.;5,0;3,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,9;1,9;;;;;1,87;2,04;5980,0;7195,0;;;;;;;2,06;2,06;1,84;1,98;;;;
23,0;Monte Carlo;Monte Carlo Masters;2022-04-17;Masters 1000;Outdoor;Clay;The Final;3,0;Tsitsipas S.;Davidovich Fokina A.;1;Tsitsipas S.;Davidovich Fokina A.;5,0;46,0;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,22;4,33;;;;;1,2;5,2;5980,0;1095,0;;;;;;;1,3;5,25;1,2;4,58;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-01;Masters 1000;Outdoor;Clay;1st Round;3,0;Sonego L.;Draper J.;0;Draper J.;Sonego L.;121,0;28,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;3,5;1,3;;;;;3,74;1,32;544,0;1540,0;;;;;;;3,9;1,33;3,51;1,3;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-01;Masters 1000;Outdoor;Clay;1st Round;3,0;Isner J.;Krajinovic F.;1;Isner J.;Krajinovic F.;23,0;56,0;7,0;6,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,57;2,37;;;;;1,56;2,6;1706,0;960,0;;;;;;;1,63;2,65;1,58;2,39;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-01;Masters 1000;Outdoor;Clay;1st Round;3,0;Evans D.;Delbonis F.;1;Evans D.;Delbonis F.;36,0;37,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,1;1,72;;;;;1,96;1,94;1242,0;1219,0;;;;;;;2,13;1,94;2,01;1,8;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-02;Masters 1000;Outdoor;Clay;1st Round;3,0;Lajovic D.;Coric B.;1;Lajovic D.;Coric B.;77,0;264,0;6,0;3,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,8;2,0;;;;;1,83;2,09;801,0;191,0;;;;;;;1,92;2,17;1,8;2,01;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-02;Masters 1000;Outdoor;Clay;1st Round;3,0;Davidovich Fokina A.;Harris L.;1;Davidovich Fokina A.;Harris L.;29,0;38,0;7,0;5,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,33;3,4;;;;;1,34;3,58;1470,0;1200,0;;;;;;;1,37;3,66;1,32;3,38;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-02;Masters 1000;Outdoor;Clay;1st Round;3,0;Sinner J.;Paul T.;1;Sinner J.;Paul T.;12,0;35,0;6,0;7,0;7,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;1,25;4,0;;;;;1,26;4,31;3015,0;1243,0;;;;;;;1,28;4,5;1,24;3,97;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-02;Masters 1000;Outdoor;Clay;1st Round;3,0;Shapovalov D.;Humbert U.;1;Shapovalov D.;Humbert U.;16,0;46,0;7,0;6,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,66;2,2;;;;;1,71;2,27;2671,0;1053,0;;;;;;;1,73;2,4;1,66;2,22;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-02;Masters 1000;Outdoor;Clay;1st Round;3,0;Khachanov K.;Pouille L.;0;Pouille L.;Khachanov K.;174,0;26,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;5,0;1,16;;;;;5,69;1,18;338,0;1633,0;;;;;;;5,69;1,2;5,03;1,17;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-02;Masters 1000;Outdoor;Clay;1st Round;3,0;De Minaur A.;Martinez P.;1;De Minaur A.;Martinez P.;22,0;44,0;7,0;6,0;1,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;1,5;2,62;;;;;1,53;2,8;1736,0;1105,0;;;;;;;1,53;2,86;1,49;2,6;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-02;Masters 1000;Outdoor;Clay;1st Round;3,0;Murray A.;Thiem D.;1;Murray A.;Thiem D.;78,0;91,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,2;1,66;;;;;2,18;1,77;783,0;725,0;;;;;;;2,4;1,77;2,2;1,67;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-02;Masters 1000;Outdoor;Clay;1st Round;3,0;Dimitrov G.;Cressy M.;1;Dimitrov G.;Cressy M.;20,0;64,0;6,0;2,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,33;3,4;;;;;1,34;3,61;1750,0;888,0;;;;;;;1,34;4,0;1,29;3,55;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-02;Masters 1000;Outdoor;Clay;1st Round;3,0;Norrie C.;Kwon S.W.;1;Norrie C.;Kwon S.W.;11,0;73,0;7,0;5,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,3;3,5;;;;;1,36;3,46;3335,0;828,0;;;;;;;1,36;3,76;1,31;3,45;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-02;Masters 1000;Outdoor;Clay;1st Round;3,0;Karatsev A.;Goffin D.;0;Goffin D.;Karatsev A.;60,0;34,0;6,0;2,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,66;2,2;;;;;1,68;2,32;913,0;1253,0;;;;;;;1,68;2,58;1,6;2,33;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-02;Masters 1000;Outdoor;Clay;1st Round;3,0;Schwartzman D.;Paire B.;1;Schwartzman D.;Paire B.;15,0;62,0;6,0;2,0;6,0;7,0;6,0;1,0;;;;;2,0;1,0;Completed;;;;;;;;;1,2;4,5;;;;;1,22;4,9;2805,0;899,0;;;;;;;1,22;4,98;1,2;4,57;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-02;Masters 1000;Outdoor;Clay;1st Round;3,0;Basilashvili N.;Fognini F.;1;Basilashvili N.;Fognini F.;27,0;51,0;7,0;5,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,5;1,53;;;;;2,62;1,56;1583,0;986,0;;;;;;;2,62;1,63;2,5;1,53;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-02;Masters 1000;Outdoor;Clay;1st Round;3,0;Monfils G.;Gimeno Valero C.;1;Monfils G.;Gimeno Valero C.;21,0;369,0;6,0;3,0;6,0;0,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,25;4,0;;;;;1,25;4,48;1745,0;114,0;;;;;;;1,29;4,54;1,22;4,14;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-02;Masters 1000;Outdoor;Clay;1st Round;3,0;Ivashka I.;Musetti L.;0;Musetti L.;Ivashka I.;63,0;48,0;2,0;6,0;6,0;3,0;7,0;5,0;;;;;2,0;1,0;Completed;;;;;;;;;1,44;2,75;;;;;1,41;3,15;896,0;1017,0;;;;;;;1,47;3,24;1,42;2,87;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-03;Masters 1000;Outdoor;Clay;1st Round;3,0;Carreno Busta P.;Van De Zandschulp B.;0;Van De Zandschulp B.;Carreno Busta P.;31,0;18,0;6,0;7,0;7,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;3,2;1,36;;;;;3,15;1,41;1294,0;2135,0;;;;;;;3,24;1,41;3,05;1,37;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-03;Masters 1000;Outdoor;Clay;1st Round;3,0;Tiafoe F.;Garin C.;0;Garin C.;Tiafoe F.;39,0;25,0;6,0;1,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,1;1,72;;;;;2,19;1,76;1168,0;1640,0;;;;;;;2,3;1,76;2,14;1,7;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-03;Masters 1000;Outdoor;Clay;1st Round;3,0;Kecmanovic M.;Bublik A.;1;Kecmanovic M.;Bublik A.;32,0;33,0;6,0;4,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,33;3,4;;;;;1,35;3,53;1291,0;1263,0;;;;;;;1,38;3,7;1,32;3,38;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-03;Masters 1000;Outdoor;Clay;1st Round;3,0;Hurkacz H.;Dellien H.;1;Hurkacz H.;Dellien H.;14,0;81,0;7,0;5,0;6,0;7,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;1,3;3,5;;;;;1,37;3,39;3008,0;775,0;;;;;;;1,38;3,92;1,33;3,29;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-03;Masters 1000;Outdoor;Clay;1st Round;3,0;Cilic M.;Ramos-Vinolas A.;1;Cilic M.;Ramos-Vinolas A.;24,0;43,0;6,0;3,0;3,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,72;2,1;;;;;1,78;2,17;1695,0;1106,0;;;;;;;1,78;2,29;1,7;2,16;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-03;Masters 1000;Outdoor;Clay;2nd Round;3,0;Rublev A.;Draper J.;1;Rublev A.;Draper J.;8,0;121,0;2,0;6,0;6,0;4,0;7,0;5,0;;;;;2,0;1,0;Completed;;;;;;;;;1,14;5,5;;;;;1,15;6,36;4025,0;544,0;;;;;;;1,17;6,8;1,14;5,61;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-03;Masters 1000;Outdoor;Clay;1st Round;3,0;Bautista Agut R.;Brooksby J.;1;Bautista Agut R.;Brooksby J.;19,0;42,0;6,0;0,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,72;2,1;;;;;1,75;2,21;1993,0;1107,0;;;;;;;1,78;2,37;1,73;2,12;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-03;Masters 1000;Outdoor;Clay;2nd Round;3,0;Djokovic N.;Monfils G.;1;Djokovic N.;Monfils G.;1,0;21,0;6,0;3,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,2;4,5;;;;;1,21;5,01;8400,0;1745,0;;;;;;;1,23;5,03;1,2;4,61;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-03;Masters 1000;Outdoor;Clay;1st Round;3,0;Opelka R.;Korda S.;0;Korda S.;Opelka R.;30,0;17,0;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,66;2,2;;;;;1,69;2,31;1301,0;2465,0;;;;;;;1,75;2,42;1,65;2,23;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-03;Masters 1000;Outdoor;Clay;2nd Round;3,0;Alcaraz C.;Basilashvili N.;1;Alcaraz C.;Basilashvili N.;9,0;27,0;6,0;3,0;7,0;5,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,08;8,0;;;;;1,11;8,11;3818,0;1583,0;;;;;;;1,12;8,5;1,09;7,36;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-03;Masters 1000;Outdoor;Clay;2nd Round;3,0;Shapovalov D.;Murray A.;0;Murray A.;Shapovalov D.;78,0;16,0;6,0;1,0;3,0;6,0;6,0;2,0;;;;;2,0;1,0;Completed;;;;;;;;;2,62;1,5;;;;;2,87;1,48;783,0;2671,0;;;;;;;2,9;1,54;2,68;1,47;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-04;Masters 1000;Outdoor;Clay;2nd Round;3,0;Tsitsipas S.;Pouille L.;1;Tsitsipas S.;Pouille L.;5,0;174,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,06;10,0;;;;;1,07;11,28;5690,0;338,0;;;;;;;1,07;15,0;1,05;10,21;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-04;Masters 1000;Outdoor;Clay;2nd Round;3,0;Auger-Aliassime F.;Garin C.;1;Auger-Aliassime F.;Garin C.;10,0;39,0;6,0;3,0;6,0;0,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,5;2,62;;;;;1,55;2,65;3625,0;1168,0;;;;;;;1,55;2,96;1,49;2,6;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-04;Masters 1000;Outdoor;Clay;2nd Round;3,0;Sinner J.;De Minaur A.;1;Sinner J.;De Minaur A.;12,0;22,0;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,44;2,75;;;;;1,49;2,83;3015,0;1736,0;;;;;;;1,5;2,92;1,45;2,75;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-04;Masters 1000;Outdoor;Clay;2nd Round;3,0;Schwartzman D.;Dimitrov G.;0;Dimitrov G.;Schwartzman D.;20,0;15,0;6,0;0,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,5;1,53;;;;;2,4;1,61;1750,0;2805,0;;;;;;;2,5;1,65;2,39;1,57;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-04;Masters 1000;Outdoor;Clay;2nd Round;3,0;Van De Zandschulp B.;Goffin D.;0;Goffin D.;Van De Zandschulp B.;60,0;31,0;6,0;4,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,1;1,72;;;;;2,09;1,83;913,0;1294,0;;;;;;;2,2;1,88;2,07;1,76;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-04;Masters 1000;Outdoor;Clay;2nd Round;3,0;Hurkacz H.;Davidovich Fokina A.;1;Hurkacz H.;Davidovich Fokina A.;14,0;29,0;6,0;4,0;4,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;2,1;1,72;;;;;2,26;1,72;3008,0;1470,0;;;;;;;2,26;1,8;2,14;1,7;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-04;Masters 1000;Outdoor;Clay;2nd Round;3,0;Nadal R.;Kecmanovic M.;1;Nadal R.;Kecmanovic M.;4,0;32,0;6,0;1,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,33;3,4;;;;;1,33;3,64;6435,0;1291,0;;;;;;;1,35;3,75;1,31;3,42;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-04;Masters 1000;Outdoor;Clay;2nd Round;3,0;Norrie C.;Isner J.;1;Norrie C.;Isner J.;11,0;23,0;6,0;4,0;6,0;7,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,66;2,2;;;;;1,73;2,24;3335,0;1706,0;;;;;;;1,8;2,28;1,7;2,16;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-04;Masters 1000;Outdoor;Clay;2nd Round;3,0;Korda S.;Musetti L.;0;Musetti L.;Korda S.;63,0;30,0;6,0;4,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,62;1,5;;;;;2,55;1,58;896,0;1301,0;;;;;;;2,96;1,58;2,61;1,49;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-04;Masters 1000;Outdoor;Clay;2nd Round;3,0;Bautista Agut R.;Evans D.;0;Evans D.;Bautista Agut R.;36,0;19,0;6,0;3,0;5,0;7,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;3,5;1,3;;;;;3,58;1,34;1242,0;1993,0;;;;;;;3,77;1,35;3,47;1,3;;;;
28,0;Madrid;Mutua Madrid Open;2022-05-04;Masters 1000;Outdoor;Clay;2nd Round;3,0;Ruud C.;Lajovic D.;0;Lajovic D.;Ruud C.;77,0;7,0;7,0;6,0;2,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;6,0;1,12;;;;;6,04;1,16;801,0;4110,0;;;;;;;6,5;1,17;5,59;1,14;;;;
