ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;CBW;CBL;GBW;GBL;IWW;IWL;SBW;SBL;B365W;B365L;B&WW;B&WL;EXW;EXL;PSW;PSL;WPts;LPts;UBW;UBL;LBW;LBL;SJW;SJL;MaxW;MaxL;AvgW;AvgL
49,0;Cincinnati;Western & Southern Financial Group Masters;12/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Gulbis E.;Dodig I.;13,0;54,0;7,0;6,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,4;2,75;;;1,48;2,6;1,48;2,86;2545,0;845,0;;;1,44;2,62;1,44;2,75;1,5;2,86;1,46;2,67
49,0;Cincinnati;Western & Southern Financial Group Masters;12/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Benneteau J.;Rola B.;41,0;91,0;6,0;7,0;6,0;3,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;1,25;3,75;;;1,22;4,0;1,28;4,13;1015,0;624,0;;;1,25;3,75;1,25;3,8;1,28;4,13;1,24;3,87
49,0;Cincinnati;Western & Southern Financial Group Masters;12/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Bautista R.;Klizan M.;18,0;66,0;6,0;2,0;4,0;6,0;7,0;5,0;;;;;2,0;1,0;Completed;;;;;;;;;1,22;4,0;;;1,25;3,75;1,27;4,26;1775,0;775,0;;;1,29;3,5;1,25;4,0;1,29;4,5;1,24;3,93
49,0;Cincinnati;Western & Southern Financial Group Masters;13/08/2014;Masters 1000;Outdoor;Hard;1st Round;3,0;Johnson S.;Paire B.;55,0;103,0;6,0;4,0;6,0;1,0;;;;;;;2,0;0,0;Completed;;;;;;;;;2,1;1,66;;;2,05;1,75;2,21;1,75;839,0;565,0;;;2,1;1,67;2,1;1,66;2,21;1,77;2,1;1,71
49,0;Cincinnati;Western & Southern Financial Group Masters;12/08/2014;Masters 1000;Outdoor;Hard;2nd Round;3,0;Wawrinka S.;Becker B.;4,0;57,0;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,18;4,5;;;1,22;4,0;1,23;4,73;5850,0;813,0;;;1,25;3,75;1,2;4,33;1,25;5,0;1,2;4,37
49,0;Cincinnati;Western & Southern Financial Group Masters;13/08/2014;Masters 1000;Outdoor;Hard;2nd Round;3,0;Djokovic N.;Simon G.;1,0;31,0;6,0;3,0;4,0;6,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;1,05;11,0;;;1,05;9,0;1,06;11,36;12860,0;1145,0;;;1,04;9,0;1,05;10,0;1,08;11,36;1,05;9,57
49,0;Cincinnati;Western & Southern Financial Group Masters;13/08/2014;Masters 1000;Outdoor;Hard;2nd Round;3,0;Janowicz J.;Dimitrov G.;65,0;8,0;6,0;4,0;3,0;6,0;6,0;3,0;;;;;2,0;1,0;Completed;;;;;;;;;4,0;1,22;;;3,75;1,25;4,26;1,27;775,0;3620,0;;;3,75;1,25;3,8;1,25;4,44;1,27;3,94;1,24
49,0;Cincinnati;Western & Southern Financial Group Masters;13/08/2014;Masters 1000;Outdoor;Hard;2nd Round;3,0;Lu Y.H.;Berdych T.;43,0;5,0;3,0;6,0;6,0;3,0;6,0;4,0;;;;;2,0;1,0;Completed;;;;;;;;;4,5;1,18;;;4,5;1,18;4,69;1,23;1003,0;4410,0;;;4,33;1,2;4,33;1,2;4,8;1,24;4,35;1,2
49,0;Cincinnati;Western & Southern Financial Group Masters;13/08/2014;Masters 1000;Outdoor;Hard;2nd Round;3,0;Murray A.;Sousa J.;9,0;37,0;6,0;3,0;6,0;3,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,06;10,0;;;1,05;9,0;1,06;11,75;3150,0;1052,0;;;1,06;8,0;1,05;9,5;1,08;11,75;1,06;9,35
49,0;Cincinnati;Western & Southern Financial Group Masters;13/08/2014;Masters 1000;Outdoor;Hard;2nd Round;3,0;Youzhny M.;Seppi A.;25,0;52,0;6,0;3,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,61;2,2;;;1,68;2,15;1,68;2,31;1495,0;890,0;;;1,62;2,2;;;1,71;2,4;1,65;2,2
49,0;Cincinnati;Western & Southern Financial Group Masters;13/08/2014;Masters 1000;Outdoor;Hard;2nd Round;3,0;Benneteau J.;Ward J.;41,0;148,0;6,0;2,0;6,0;2,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,36;3,0;;;1,35;3,1;1,4;3,23;1015,0;383,0;;;1,36;3,0;1,4;3,0;1,42;3,3;1,37;3,02
49,0;Cincinnati;Western & Southern Financial Group Masters;13/08/2014;Masters 1000;Outdoor;Hard;2nd Round;3,0;Isner J.;Matosevic M.;14,0;89,0;6,0;3,0;7,0;6,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,33;3,25;;;1,3;3,4;1,39;3,27;2435,0;632,0;;;1,33;3,25;1,3;3,5;1,39;3,65;1,33;3,25
49,0;Cincinnati;Western & Southern Financial Group Masters;13/08/2014;Masters 1000;Outdoor;Hard;2nd Round;3,0;Robredo T.;Querrey S.;20,0;61,0;6,0;2,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,57;2,25;;;1,62;2,25;1,68;2,32;1735,0;785,0;;;1,62;2,2;1,62;2,3;1,68;2,4;1,61;2,27
49,0;Cincinnati;Western & Southern Financial Group Masters;13/08/2014;Masters 1000;Outdoor;Hard;2nd Round;3,0;Fognini F.;Hewitt L.;21,0;42,0;6,0;1,0;6,0;4,0;;;;;;;2,0;0,0;Completed;;;;;;;;;1,66;2,1;;;1,7;2,1;1,79;2,15;1665,0;1015,0;;;1,67;2,1;1,73;2,1;1,79;2,2;1,71;2,1
49,0;Cincinnati;Western & Southern Financial Group Masters;13/08/2014;Masters 1000;Outdoor;Hard;2nd Round;3,0;Ferrer D.;Kohlschreiber P.;6,0;24,0;6,0;7,0;7,0;6,0;7,0;6,0;;;;;2,0;1,0;Completed;;;;;;;;;1,4;2,75;;;1,52;2,45;1,46;2,95;4255,0;1505,0;;;1,4;2,75;1,44;2,75;1,56;2,95;1,46;2,67
